order_id,customer_id,order_date,product_id,category,quantity,price
157,96,2023-02-24,61,Furniture,3,215.11
158,449,2023-01-09,91,Electronics,3,162.21
159,304,2023-02-16,92,Groceries,2,483.84
160,353,2023-01-18,70,Groceries,5,410.85
161,449,2023-03-08,56,Clothing,4,402.37
162,23,2023-03-10,97,Electronics,4,188.57
163,295,2023-03-20,67,Groceries,1,59.8
164,238,2023-03-19,83,Electronics,2,150.68
165,160,2023-03-08,81,Clothing,4,317.2
166,419,2023-02-26,51,Clothing,2,246.02
167,323,2023-02-13,67,Furniture,2,361.63
168,243,2023-01-21,75,Clothing,2,251.0
169,212,2023-03-10,85,Clothing,5,300.01
170,389,2023-02-24,56,Electronics,4,51.5
171,323,2023-01-15,62,Electronics,1,334.77
172,278,2023-02-08,79,Groceries,1,427.96
173,378,2023-02-12,61,Furniture,5,98.85
174,78,2023-02-24,77,Groceries,1,302.35
175,234,2023-03-24,99,Clothing,1,369.62
176,370,2023-03-12,76,Electronics,3,22.32
177,18,2023-03-15,64,Electronics,5,387.47
178,58,2023-02-26,90,Electronics,1,158.74
179,49,2023-03-14,94,Electronics,3,201.66
180,453,2023-01-23,57,Clothing,5,322.5
181,183,2023-02-25,78,Electronics,4,443.21
182,392,2023-03-27,55,Groceries,5,143.55
183,359,2023-03-26,73,Electronics,1,27.67
184,194,2023-02-13,80,Accessories,1,261.3
185,258,2023-02-08,90,Furniture,5,99.44
186,23,2023-03-03,89,Clothing,2,121.44
187,365,2023-02-27,83,Accessories,5,336.81
188,444,2023-03-12,99,Accessories,5,408.9
189,30,2023-03-12,74,Clothing,3,300.79
190,237,2023-03-03,65,Furniture,3,499.42
191,238,2023-02-15,85,Electronics,2,401.27
192,160,2023-02-26,74,Groceries,5,429.78
193,25,2023-01-30,60,Groceries,5,334.31
194,212,2023-01-24,54,Groceries,5,214.99
195,250,2023-03-21,59,Clothing,2,200.54
196,382,2023-01-24,82,Groceries,2,87.13
197,257,2023-01-15,85,Clothing,2,433.8
198,227,2023-01-15,76,Clothing,2,449.91
199,494,2023-03-15,89,Accessories,3,263.84
200,180,2023-02-20,75,Clothing,2,123.11
201,352,2023-03-04,70,Furniture,1,248.16
202,59,2023-01-24,65,Clothing,4,132.16
203,293,2023-02-17,99,Accessories,5,229.68
204,362,2023-03-07,89,Electronics,4,155.02
205,65,2023-01-04,82,Clothing,2,453.19
206,374,2023-01-28,90,Electronics,4,49.66
207,398,2023-02-02,91,Furniture,2,324.18
208,207,2023-01-21,71,Groceries,3,480.78
209,469,2023-02-01,66,Electronics,3,418.33
210,426,2023-01-11,58,Clothing,3,470.29
211,453,2023-01-26,98,Clothing,4,173.0
212,112,2023-03-14,88,Furniture,4,302.1
213,396,2023-03-24,69,Groceries,4,240.55
214,324,2023-03-22,66,Groceries,2,56.02
215,161,2023-03-05,65,Accessories,4,386.61
216,357,2023-02-11,72,Electronics,3,467.27
217,278,2023-02-15,78,Accessories,5,325.13
218,343,2023-03-24,90,Clothing,2,370.44
219,199,2023-04-01,77,Clothing,2,177.68
220,129,2023-01-25,69,Groceries,4,76.51
221,435,2023-01-04,86,Accessories,2,260.85
222,157,2023-03-28,84,Clothing,3,18.4
223,428,2023-02-06,70,Groceries,2,46.43
224,346,2023-01-28,65,Accessories,1,161.5
225,406,2023-01-20,79,Groceries,1,124.1
226,5,2023-01-28,91,Electronics,2,12.72
227,43,2023-01-04,70,Furniture,4,345.08
228,247,2023-01-04,75,Clothing,1,333.66
229,456,2023-02-21,84,Accessories,2,45.3
230,397,2023-02-23,90,Clothing,3,66.0
231,308,2023-03-11,94,Groceries,4,418.91
232,5,2023-01-30,92,Accessories,2,297.09
233,139,2023-03-30,66,Groceries,3,453.99
234,378,2023-01-05,81,Accessories,1,10.58
235,405,2023-03-26,99,Electronics,3,98.88
236,56,2023-02-16,97,Clothing,2,55.27
237,23,2023-03-01,90,Groceries,2,182.47
238,126,2023-02-27,74,Clothing,3,338.71
239,407,2023-03-03,88,Furniture,5,159.41
240,469,2023-02-24,99,Electronics,3,110.64
241,324,2023-02-11,92,Accessories,3,70.72
242,271,2023-02-04,58,Clothing,2,65.91
243,151,2023-01-28,99,Groceries,1,349.56
244,364,2023-01-07,59,Electronics,3,205.5
245,55,2023-01-14,69,Clothing,1,394.33
246,367,2023-02-25,76,Groceries,3,64.5
247,407,2023-03-06,73,Clothing,4,491.95
248,390,2023-01-13,83,Furniture,2,28.28
249,447,2023-02-20,60,Accessories,1,498.46
250,350,2023-03-28,74,Electronics,2,115.85
251,10,2023-03-26,77,Clothing,4,21.35
252,219,2023-03-24,90,Furniture,3,189.59
253,7,2023-03-14,81,Accessories,5,249.68
254,209,2023-03-07,93,Furniture,1,433.22
255,136,2023-02-24,50,Clothing,3,57.3
256,296,2023-02-25,54,Accessories,4,392.05
257,348,2023-02-07,90,Furniture,4,167.25
258,231,2023-02-18,69,Furniture,1,77.89
259,53,2023-03-21,51,Furniture,3,38.43
260,277,2023-01-12,53,Groceries,3,418.97
261,32,2023-02-18,50,Furniture,2,95.92
262,104,2023-01-15,92,Groceries,5,272.01
263,38,2023-03-06,91,Clothing,4,199.11
264,187,2023-03-30,96,Furniture,1,203.93
265,75,2023-01-17,59,Clothing,2,70.58
266,405,2023-03-02,55,Electronics,3,276.04
267,441,2023-01-31,98,Accessories,3,488.9
268,157,2023-02-13,67,Clothing,1,31.58
269,244,2023-03-17,79,Accessories,3,436.59
270,384,2023-02-14,97,Accessories,1,193.48
271,60,2023-02-25,52,Accessories,5,350.47
272,377,2023-01-10,88,Clothing,2,441.3
273,355,2023-01-17,77,Furniture,1,407.53
274,200,2023-03-20,82,Furniture,5,363.2
275,378,2023-01-08,95,Accessories,1,383.69
276,52,2023-03-23,89,Furniture,4,184.95
277,65,2023-01-02,80,Clothing,4,251.84
278,232,2023-03-29,93,Electronics,2,223.2
279,14,2023-01-26,50,Electronics,4,496.61
280,303,2023-03-04,77,Accessories,3,476.64
281,224,2023-01-05,83,Clothing,3,17.14
282,46,2023-03-07,89,Electronics,3,359.33
283,299,2023-03-29,55,Groceries,1,161.09
284,316,2023-01-29,71,Groceries,2,215.85
285,300,2023-03-23,58,Groceries,1,349.08
286,236,2023-03-07,52,Electronics,3,109.64
287,136,2023-03-09,52,Furniture,3,250.95
288,271,2023-03-05,95,Clothing,5,80.6
289,224,2023-03-07,69,Accessories,5,111.11
290,261,2023-03-12,95,Furniture,3,122.36
291,185,2023-03-27,56,Furniture,2,187.42
292,371,2023-02-07,61,Accessories,3,118.3
293,244,2023-03-15,80,Accessories,2,280.21
294,305,2023-01-30,82,Clothing,3,49.19
295,297,2023-02-18,67,Furniture,1,363.45
296,291,2023-02-27,52,Clothing,4,294.62
297,409,2023-03-08,88,Furniture,3,42.41
298,351,2023-03-25,65,Clothing,1,155.21
299,108,2023-02-28,89,Clothing,4,310.07
300,291,2023-01-15,56,Electronics,3,180.5
301,295,2023-02-28,70,Electronics,2,373.39
302,238,2023-02-27,72,Clothing,2,23.55
303,443,2023-01-15,65,Groceries,2,436.33
304,427,2023-02-26,77,Electronics,5,270.64
305,261,2023-01-14,52,Electronics,5,469.35
306,443,2023-03-22,79,Furniture,5,172.6
307,483,2023-03-09,55,Accessories,3,38.01
308,114,2023-01-04,87,Clothing,4,415.11
309,259,2023-01-11,97,Groceries,2,176.92
310,204,2023-02-07,54,Groceries,1,108.01
311,466,2023-01-16,64,Groceries,5,296.21
312,261,2023-03-03,90,Accessories,3,423.15
313,451,2023-03-18,51,Clothing,1,337.15
314,43,2023-01-31,55,Furniture,4,415.66
315,16,2023-01-09,69,Clothing,4,172.06
316,390,2023-02-03,70,Electronics,2,259.98
317,347,2023-02-01,54,Furniture,2,406.84
318,95,2023-03-14,63,Furniture,4,395.35
319,180,2023-01-17,55,Groceries,4,489.84
320,191,2023-02-11,68,Groceries,5,390.1
321,350,2023-01-20,88,Clothing,3,348.59
322,446,2023-01-09,55,Clothing,5,240.05
323,87,2023-01-02,56,Electronics,2,496.35
324,171,2023-03-10,74,Furniture,5,207.62
325,203,2023-01-29,90,Clothing,3,70.4
326,403,2023-03-14,72,Furniture,5,281.06
327,287,2023-03-06,53,Accessories,3,90.0
328,265,2023-02-26,53,Accessories,1,399.99
329,377,2023-03-19,59,Furniture,4,335.0
330,431,2023-03-12,66,Electronics,5,338.43
331,268,2023-02-11,78,Electronics,4,300.2
332,39,2023-02-21,51,Clothing,5,329.88
333,372,2023-01-01,51,Groceries,4,48.94
334,306,2023-02-24,63,Furniture,3,389.82
335,122,2023-03-05,98,Groceries,2,10.04
336,210,2023-03-12,58,Accessories,3,160.55
337,425,2023-03-14,93,Furniture,2,366.86
338,302,2023-02-20,66,Clothing,5,421.52
339,181,2023-01-22,95,Electronics,3,496.79
340,312,2023-02-05,58,Electronics,3,380.26
341,155,2023-02-27,95,Electronics,2,137.74
342,377,2023-01-19,87,Groceries,2,281.43
343,176,2023-02-09,95,Groceries,4,296.39
344,84,2023-02-26,84,Clothing,2,285.96
345,335,2023-03-29,89,Groceries,1,463.47
346,150,2023-03-07,86,Clothing,2,466.83
347,1,2023-01-19,69,Accessories,4,195.2
348,429,2023-03-22,71,Groceries,4,353.44
349,246,2023-02-15,99,Furniture,5,322.71
350,37,2023-01-02,91,Furniture,4,52.95
351,350,2023-01-24,67,Electronics,3,147.67
352,124,2023-02-03,64,Groceries,4,388.79
353,118,2023-02-25,59,Groceries,3,284.49
354,444,2023-02-16,89,Furniture,1,342.42
355,489,2023-02-22,71,Electronics,1,248.95
356,40,2023-02-20,63,Accessories,2,384.95
357,116,2023-02-07,73,Furniture,1,414.87
358,296,2023-02-28,77,Groceries,2,303.97
359,195,2023-03-26,79,Clothing,1,151.43
360,468,2023-03-27,52,Groceries,4,102.51
361,198,2023-02-23,62,Furniture,4,398.84
362,248,2023-02-23,89,Clothing,5,483.05
363,317,2023-02-28,57,Electronics,1,41.26
364,385,2023-01-12,60,Groceries,1,56.38
365,461,2023-02-20,82,Electronics,2,326.76
366,287,2023-02-21,62,Electronics,4,388.68
367,489,2023-01-03,84,Clothing,1,311.5
368,385,2023-03-10,62,Accessories,1,99.79
369,392,2023-01-23,73,Groceries,2,219.12
370,116,2023-03-21,98,Electronics,4,274.43
371,344,2023-03-03,62,Groceries,1,155.16
372,75,2023-01-21,61,Electronics,4,384.25
373,345,2023-02-07,53,Clothing,2,243.96
374,430,2023-01-18,97,Accessories,5,120.93
375,142,2023-03-31,80,Electronics,3,167.5
376,413,2023-01-12,96,Electronics,4,117.05
377,386,2023-03-19,78,Accessories,3,236.54
378,484,2023-01-02,67,Groceries,1,458.72
379,64,2023-03-09,80,Electronics,5,94.75
380,430,2023-03-03,56,Groceries,3,277.77
381,272,2023-03-21,52,Groceries,4,295.7
382,58,2023-02-05,63,Electronics,4,149.9
383,334,2023-03-29,89,Clothing,4,336.67
384,120,2023-01-03,53,Groceries,1,49.04
385,205,2023-03-15,59,Furniture,3,229.76
386,162,2023-02-09,57,Groceries,4,353.76
387,476,2023-01-18,78,Electronics,2,363.34
388,79,2023-02-22,56,Groceries,1,359.2
389,54,2023-03-27,61,Clothing,1,374.91
390,462,2023-02-24,82,Electronics,4,349.93
391,384,2023-01-07,76,Accessories,4,127.72
392,156,2023-03-16,51,Accessories,5,418.73
393,305,2023-01-27,95,Clothing,3,278.91
394,257,2023-03-12,62,Furniture,1,336.05
395,388,2023-01-06,74,Clothing,5,350.84
396,227,2023-02-19,86,Groceries,4,276.78
397,197,2023-02-07,73,Clothing,2,428.27
398,59,2023-03-03,86,Electronics,1,79.17
399,428,2023-01-15,76,Clothing,3,488.98
400,328,2023-02-24,94,Groceries,4,492.59
401,424,2023-01-23,53,Accessories,2,490.98
402,435,2023-01-15,91,Accessories,5,277.47
403,16,2023-01-28,62,Accessories,5,337.16
404,373,2023-01-28,71,Electronics,3,130.33
405,139,2023-01-13,55,Furniture,3,458.54
406,380,2023-02-05,50,Furniture,5,279.45
407,407,2023-02-27,94,Clothing,1,129.32
408,283,2023-01-11,86,Clothing,3,305.25
409,233,2023-03-26,78,Furniture,3,300.22
410,133,2023-01-29,52,Accessories,3,374.16
411,477,2023-03-22,87,Accessories,3,468.41
412,327,2023-02-16,92,Furniture,4,102.36
413,18,2023-01-04,73,Clothing,5,226.82
414,340,2023-03-02,67,Groceries,2,101.09
415,282,2023-03-15,91,Furniture,5,323.66
416,159,2023-01-23,82,Clothing,3,363.63
417,336,2023-02-16,67,Clothing,4,398.41
418,355,2023-01-13,50,Accessories,1,59.68
419,477,2023-02-19,86,Groceries,4,16.0
420,436,2023-01-28,68,Clothing,2,390.19
421,447,2023-01-26,64,Electronics,1,323.97
422,109,2023-03-12,73,Furniture,1,431.31
423,201,2023-03-26,50,Electronics,4,134.51
424,493,2023-02-10,90,Furniture,4,90.35
425,238,2023-01-08,67,Groceries,1,97.83
426,135,2023-02-23,55,Electronics,3,85.8
427,259,2023-01-25,99,Accessories,2,320.24
428,335,2023-01-10,93,Furniture,4,216.44
429,312,2023-01-16,92,Electronics,1,194.76
430,267,2023-02-19,60,Accessories,4,428.26
431,89,2023-02-24,57,Accessories,2,313.3
432,74,2023-01-02,60,Accessories,5,266.91
433,500,2023-03-08,80,Accessories,3,239.11
434,85,2023-01-16,61,Accessories,5,397.59
435,106,2023-01-14,86,Furniture,1,160.0
436,85,2023-01-18,58,Furniture,1,242.94
437,371,2023-03-16,60,Accessories,5,18.96
438,396,2023-01-16,60,Electronics,1,146.94
439,465,2023-01-10,92,Groceries,3,374.29
440,291,2023-03-13,89,Accessories,4,293.18
441,32,2023-03-20,98,Accessories,5,429.74
442,470,2023-03-08,87,Clothing,5,21.03
443,62,2023-03-24,55,Electronics,4,408.18
444,161,2023-02-10,89,Electronics,4,96.39
445,311,2023-02-27,98,Groceries,1,236.85
446,190,2023-02-23,87,Groceries,5,434.53
447,175,2023-02-01,75,Furniture,4,384.12
448,162,2023-03-28,92,Accessories,3,166.41
449,445,2023-02-13,78,Clothing,5,21.11
450,295,2023-02-12,56,Accessories,2,149.08
451,248,2023-01-17,74,Furniture,4,200.84
452,108,2023-03-04,67,Electronics,2,40.91
453,21,2023-03-13,74,Groceries,3,393.36
454,233,2023-01-10,81,Clothing,4,480.56
455,102,2023-02-15,76,Electronics,1,51.2
456,323,2023-02-16,83,Electronics,2,229.98
457,452,2023-01-27,59,Furniture,3,138.17
458,189,2023-03-04,88,Furniture,1,216.95
459,74,2023-03-09,98,Accessories,5,195.16
460,103,2023-02-09,97,Clothing,4,488.69
461,301,2023-01-14,61,Furniture,1,246.88
462,57,2023-03-06,75,Groceries,5,326.38
463,416,2023-01-23,51,Accessories,3,442.03
464,213,2023-02-14,77,Electronics,4,97.91
465,289,2023-01-20,63,Electronics,4,51.96
466,457,2023-01-09,58,Accessories,3,75.85
467,23,2023-03-17,53,Groceries,1,251.52
468,400,2023-01-21,74,Groceries,1,69.64
469,51,2023-02-08,67,Groceries,5,117.1
470,291,2023-03-11,78,Furniture,3,259.58
471,100,2023-02-26,82,Groceries,2,197.47
472,80,2023-01-14,91,Groceries,2,301.73
473,422,2023-01-11,50,Groceries,4,328.72
474,168,2023-03-19,79,Accessories,1,132.37
475,426,2023-02-10,52,Furniture,1,479.63
476,328,2023-01-02,63,Accessories,4,177.06
477,318,2023-02-13,79,Furniture,1,351.8
478,271,2023-01-14,53,Clothing,5,31.1
479,35,2023-01-14,53,Electronics,5,401.84
480,11,2023-01-01,60,Clothing,1,153.13
481,169,2023-03-02,95,Groceries,2,263.21
482,185,2023-01-23,53,Accessories,4,306.07
483,432,2023-03-04,62,Furniture,3,18.53
484,352,2023-03-09,67,Groceries,3,188.61
485,144,2023-03-12,84,Accessories,5,367.5
486,495,2023-03-29,89,Clothing,2,147.38
487,72,2023-03-31,53,Furniture,1,164.09
488,233,2023-01-22,85,Groceries,5,239.72
489,80,2023-01-30,67,Electronics,4,114.95
490,82,2023-03-01,80,Accessories,5,59.9
491,132,2023-02-27,79,Clothing,2,160.8
492,368,2023-01-29,92,Accessories,3,22.67
493,165,2023-03-18,95,Electronics,5,277.91
494,495,2023-01-23,73,Electronics,3,29.32
495,136,2023-01-05,58,Furniture,2,184.53
496,351,2023-03-01,94,Electronics,4,267.67
497,85,2023-01-25,73,Furniture,3,133.17
498,48,2023-02-05,51,Furniture,5,208.93
499,482,2023-02-14,56,Accessories,4,305.27
500,62,2023-01-13,96,Clothing,5,468.14
501,229,2023-03-07,77,Electronics,2,184.67
502,328,2023-01-31,70,Furniture,3,264.09
503,68,2023-01-21,59,Electronics,1,399.76
504,475,2023-03-11,87,Clothing,1,368.64
505,302,2023-02-28,94,Groceries,4,113.87
506,401,2023-03-02,65,Accessories,3,168.81
507,360,2023-01-09,70,Clothing,5,297.48
508,149,2023-02-25,89,Accessories,1,462.29
509,250,2023-02-05,56,Furniture,2,191.21
510,220,2023-01-09,55,Groceries,5,193.15
511,368,2023-02-12,55,Groceries,5,185.4
512,365,2023-03-01,54,Furniture,1,167.45
513,369,2023-03-27,99,Furniture,2,395.28
514,490,2023-03-03,94,Clothing,3,100.97
515,456,2023-03-13,63,Electronics,4,229.0
516,167,2023-01-03,70,Electronics,2,241.26
517,399,2023-03-10,75,Electronics,3,385.57
518,498,2023-01-25,77,Furniture,5,28.84
519,321,2023-01-05,57,Electronics,1,52.42
520,472,2023-01-05,67,Furniture,3,295.82
521,181,2023-03-09,77,Electronics,1,242.88
522,335,2023-01-09,82,Clothing,1,187.78
523,50,2023-01-07,63,Clothing,5,86.54
524,317,2023-03-05,97,Furniture,3,346.08
525,231,2023-03-04,64,Electronics,4,420.15
526,329,2023-01-21,64,Furniture,3,252.54
527,465,2023-01-30,68,Furniture,1,186.3
528,342,2023-02-24,90,Accessories,1,455.48
529,63,2023-01-24,89,Furniture,3,70.93
530,22,2023-01-13,78,Groceries,2,435.01
531,374,2023-02-06,99,Electronics,5,416.84
532,372,2023-02-17,96,Accessories,4,388.64
533,453,2023-01-11,76,Groceries,4,311.52
534,53,2023-03-19,63,Groceries,5,23.17
535,446,2023-01-10,86,Furniture,2,442.92
536,424,2023-02-02,81,Furniture,3,196.77
537,276,2023-02-14,94,Electronics,4,117.99
538,122,2023-03-10,65,Clothing,2,130.1
539,86,2023-03-22,77,Electronics,2,136.59
540,354,2023-01-01,82,Accessories,1,466.86
541,436,2023-01-13,71,Electronics,4,231.7
542,150,2023-03-08,57,Groceries,3,398.35
543,484,2023-02-03,87,Electronics,5,80.21
544,487,2023-01-24,81,Groceries,3,346.59
545,37,2023-03-27,79,Furniture,5,377.54
546,122,2023-02-22,52,Groceries,3,38.98
547,232,2023-01-18,50,Furniture,5,386.45
548,464,2023-03-03,78,Accessories,5,469.05
549,108,2023-03-06,77,Accessories,1,125.51
550,293,2023-02-16,53,Clothing,2,336.78
551,498,2023-01-12,73,Accessories,1,166.23
552,424,2023-03-28,66,Clothing,1,322.65
553,16,2023-02-14,86,Accessories,1,230.19
554,165,2023-03-09,95,Furniture,4,422.42
555,471,2023-01-02,92,Accessories,2,139.36
556,268,2023-01-03,86,Electronics,4,60.62
557,274,2023-02-20,52,Electronics,3,44.08
558,185,2023-02-14,72,Groceries,2,378.22
559,338,2023-03-27,96,Furniture,5,159.76
560,449,2023-01-28,76,Clothing,5,120.73
561,43,2023-04-01,53,Accessories,2,41.14
562,50,2023-03-27,97,Clothing,3,313.96
563,89,2023-03-26,50,Furniture,1,454.55
564,227,2023-02-11,96,Furniture,2,181.31
565,275,2023-02-14,99,Groceries,4,279.61
566,461,2023-01-29,75,Furniture,4,95.01
567,69,2023-03-01,83,Groceries,3,179.1
568,283,2023-03-09,55,Furniture,3,118.3
569,476,2023-03-14,51,Furniture,3,159.12
570,102,2023-02-16,57,Furniture,2,271.6
571,102,2023-02-25,65,Groceries,3,479.7
572,7,2023-03-26,97,Accessories,1,217.26
573,193,2023-01-09,56,Furniture,2,403.94
574,134,2023-02-13,75,Clothing,5,250.68
575,199,2023-03-16,58,Accessories,1,137.25
576,327,2023-02-12,63,Groceries,5,319.6
577,63,2023-01-16,74,Electronics,4,284.34
578,228,2023-02-13,60,Groceries,4,219.6
579,206,2023-01-24,90,Groceries,2,232.08
580,411,2023-02-14,50,Furniture,3,54.66
581,110,2023-02-20,81,Clothing,3,146.75
582,214,2023-03-16,50,Electronics,4,453.27
583,227,2023-02-26,51,Accessories,1,231.79
584,44,2023-02-19,75,Accessories,3,127.9
585,74,2023-03-11,76,Clothing,5,99.39
586,231,2023-03-06,77,Groceries,1,253.23
587,475,2023-03-24,87,Clothing,3,351.81
588,91,2023-02-18,88,Clothing,1,281.89
589,419,2023-02-08,54,Groceries,3,212.33
590,83,2023-01-25,55,Groceries,1,432.41
591,442,2023-03-14,67,Clothing,2,469.21
592,77,2023-03-13,69,Groceries,5,269.79
593,124,2023-01-14,53,Accessories,4,343.13
594,50,2023-03-02,93,Groceries,1,494.54
595,451,2023-03-27,69,Electronics,4,435.75
596,260,2023-03-02,98,Furniture,1,435.59
597,36,2023-01-18,71,Furniture,2,170.72
598,155,2023-01-02,97,Groceries,4,353.52
599,54,2023-02-07,60,Accessories,3,338.57
600,182,2023-01-19,51,Groceries,3,38.78
601,153,2023-02-03,61,Furniture,5,125.65
602,339,2023-01-23,60,Groceries,5,382.69
603,329,2023-01-08,78,Furniture,5,445.97
604,337,2023-03-19,66,Groceries,5,90.62
605,330,2023-01-27,84,Groceries,3,244.2
606,109,2023-03-20,93,Furniture,3,45.87
607,19,2023-02-17,65,Clothing,3,254.06
608,200,2023-01-26,69,Clothing,1,94.09
609,369,2023-01-27,73,Furniture,5,428.34
610,204,2023-03-24,99,Clothing,3,161.66
611,421,2023-02-08,73,Accessories,4,391.5
612,143,2023-02-19,99,Clothing,1,410.34
613,365,2023-01-18,56,Clothing,4,113.26
614,267,2023-03-30,79,Electronics,4,449.01
615,458,2023-01-04,74,Electronics,5,258.76
616,412,2023-03-30,95,Electronics,1,300.41
617,60,2023-03-11,66,Accessories,5,341.98
618,494,2023-03-30,92,Electronics,2,354.0
619,360,2023-01-14,80,Electronics,4,148.93
620,142,2023-01-10,53,Clothing,4,381.92
621,188,2023-01-14,61,Groceries,5,437.22
622,202,2023-01-10,99,Groceries,5,197.28
623,352,2023-02-06,70,Clothing,4,172.95
624,239,2023-03-10,61,Furniture,3,386.38
625,500,2023-02-08,66,Clothing,2,40.35
626,51,2023-02-23,87,Groceries,3,290.01
627,444,2023-03-04,50,Accessories,2,425.9
628,401,2023-02-26,93,Accessories,2,485.03
629,98,2023-03-25,73,Electronics,2,303.14
630,235,2023-02-21,93,Furniture,2,35.5
631,252,2023-01-09,76,Electronics,4,77.01
632,145,2023-02-12,97,Accessories,3,284.64
633,157,2023-02-17,87,Furniture,1,257.82
634,418,2023-02-21,73,Accessories,1,406.43
635,343,2023-01-11,90,Groceries,5,158.77
636,174,2023-03-15,90,Electronics,1,465.4
637,213,2023-01-20,92,Accessories,2,118.25
638,198,2023-01-19,66,Groceries,3,383.85
639,298,2023-03-26,70,Groceries,1,351.22
640,187,2023-03-23,73,Groceries,2,225.53
641,480,2023-01-15,89,Accessories,3,477.84
642,223,2023-03-03,76,Furniture,1,421.79
643,101,2023-01-11,73,Clothing,1,96.84
644,307,2023-01-25,77,Clothing,2,420.15
645,454,2023-01-16,77,Furniture,4,283.9
646,168,2023-01-22,83,Clothing,3,95.47
647,459,2023-01-01,80,Accessories,4,94.91
648,291,2023-02-19,87,Electronics,3,225.67
649,63,2023-01-21,52,Electronics,2,99.25
650,329,2023-01-08,99,Accessories,5,399.43
651,393,2023-03-23,77,Groceries,1,368.55
652,290,2023-01-30,70,Clothing,5,127.64
653,237,2023-01-15,76,Accessories,1,423.36
654,463,2023-02-12,94,Groceries,4,55.81
655,416,2023-03-30,69,Clothing,4,475.04
656,290,2023-01-07,67,Furniture,3,283.21
657,301,2023-03-12,78,Furniture,5,34.68
658,478,2023-01-29,94,Clothing,3,96.56
659,192,2023-03-22,50,Accessories,4,295.43
660,475,2023-02-11,57,Clothing,3,469.14
661,67,2023-01-02,57,Electronics,3,453.26
662,368,2023-03-04,85,Groceries,1,41.92
663,429,2023-02-01,90,Groceries,3,399.35
664,462,2023-03-27,95,Clothing,5,147.98
665,368,2023-04-01,75,Accessories,2,396.14
666,336,2023-03-02,90,Groceries,3,327.77
667,87,2023-03-21,67,Accessories,2,230.41
668,74,2023-03-31,54,Furniture,5,374.67
669,323,2023-01-24,93,Electronics,3,186.34
670,290,2023-01-14,98,Accessories,3,251.42
671,200,2023-01-06,84,Clothing,4,119.82
672,95,2023-02-03,92,Furniture,4,128.66
673,362,2023-02-13,95,Groceries,4,409.87
674,416,2023-03-08,75,Groceries,1,49.02
675,347,2023-01-16,71,Electronics,5,323.95
676,438,2023-03-14,85,Groceries,5,93.87
677,430,2023-01-22,97,Furniture,4,93.43
678,410,2023-02-21,69,Groceries,2,198.63
679,468,2023-01-10,53,Furniture,3,264.55
680,273,2023-03-28,82,Clothing,5,229.89
